REFERENCIA;DESCRICAO;DATA_CADASTRO;UNIDADE;ATIVO;GRUPO;MARCA;GENERO;MATERIAL;TIPO_REPOSICAO;FORNECEDOR_TAG;FORNECEDOR_CNPJ;PRECO_CUSTO;FOTO
84.188.05.KIT;SAPATO ORLA;07/05/2022;PAR;S;CALÇADO MASC;JUREMA PROMO;MASC;OUTROS;INDIVIDUAL;COSTURA VIVA IND E COM DE CONFEC LTDA;;48.13;
29.835.93.ABC;VESTIDO LUMIERE FEM;27/11/2020;PC;S;VESTIDO LONGO FEMIN;ORLA N;FEM;OUTROS;AGRUPADO;VESTIR BEM IND E COM DE CONFEC LTDA;;302.73;
88.822.60.MEN;CAMISETA FLORADA MASC;24/02/2020;PC;S;CAMISETA MC MASC;ESSENCE N;MASC;OUTROS;;LINHA MESTRA IND E COM DE CONFEC LTDA;;198.63;
75.733.01.000;BERMUDA ESSENCE MASC;10/09/2022;PC;S;BERMUDA JEANS FEMIN;JUREMA N;FEM;OUTROS;INDIVIDUAL;LINHA MESTRA IND E COM DE CONFEC LTDA;;57.26;
91.711.45.KIT;BLUSA ATELIE SUL;23/11/2024;UN;S;BLUSA FEMIN;ESSENCE L;FEM;OUTROS;;ATELIE NORTE IND E COM DE CONFEC LTDA;;193.35;
22.160.00.XPT;PERFUME VENTO LESTE;28/10/2026;PC;S;PERFUMARIA FEMIN;DUNA N;FEM;OUTROS;INDIVIDUAL;VESTIR BEM IND E COM DE CONFEC LTDA;;254.13;
41.815.95.FEM;CONJ BOSSA FEM;23/09/2026;PC;S;CONJUNTO FEMIN;OUTROS;FEM;COMBO;INDIVIDUAL;MALHARIA MARE IND E COM DE CONFEC LTDA;;250.37;
16.472.35.000;MACACAO ORLA;13/05/2022;PC;N;MACACAO FEMIN;LUMIERE N;FEM;OUTROS;INDIVIDUAL;COSTURA VIVA IND E COM DE CONFEC LTDA;;155.89;
10.562.46.KIT;BERMUDA ICARO;11/03/2025;PAR;S;BERMUDA TECIDO FEMIN;LUMIERE N;FEM;OUTROS;AGRUPADO;VESTIR BEM IND E COM DE CONFEC LTDA;;97.97;
38.626.18.XPT;BERMUDA ATELIE SUL MASC;12/12/2025;PC;S;BERMUDA JEANS FEMIN;JUREMA PROMO;FEM;OUTROS;INDIVIDUAL;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;214.13;
73.926.81.KIT;CONJ URUCUM MASC;27/05/2021;PC;S;CONJUNTO FEMIN;BOSSA L;FEM;ALGODÃO;AGRUPADO;FIO NOBRE IND E COM DE CONFEC LTDA;;259.45;
38.915.37.XPT;BODY ESSENCE MASC;20/04/2018;PC;S;BODY FEMIN;ORLA L;FEM;OUTROS;INDIVIDUAL;COSTURA VIVA IND E COM DE CONFEC LTDA;;243.70;
82.364.46.XPT;VESTIDO CARIOCA CRU MASC;15/01/2022;PAR;S;VESTIDO UNICO FEMIN;NOS PROMO;FEM;OUTROS;;TEXTIL DUNA IND E COM DE CONFEC LTDA;;70.46;
31.127.51.KIT;MOLETOM TROPICAL CO FEM;26/06/2025;PC;S;MOLETOM FEMIN;ORLA N;FEM;OUTROS;;COSTURA VIVA IND E COM DE CONFEC LTDA;;242.98;
12.372.31.ABC;PERFUME ORLA FEM;16/07/2022;PAR;N;PERFUMARIA FEMIN;KAIROS PROMO;FEM;ALGODÃO;;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;12.24;
62.028.44.ABC;TOP VENTO LESTE FEM;25/06/2021;PC;N;TOP CROPPED FEMIN;RAIZ N;FEM;OUTROS;;COSTURA VIVA IND E COM DE CONFEC LTDA;;108.56;
49.019.19.MEN;MACACAO NOS;05/08/2025;PC;S;MACACAO FEMIN;JUREMA N;FEM;OUTROS;INDIVIDUAL;TRAMA FINA IND E COM DE CONFEC LTDA;;125.90;
40.311.90.MEN;VESTIDO DUNA;06/11/2026;PC;S;VESTIDO CURTO FEMIN;TROPICAL CO PROMO;FEM;OUTROS;INDIVIDUAL;ATELIE NORTE IND E COM DE CONFEC LTDA;;275.34;
59.102.02.000;PERFUME VENTO LESTE;14/12/2023;PC;S;PERFUMARIA FEMIN;URUCUM N;FEM;OUTROS;;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;148.49;
56.182.72.000;CALCA ATELIE SUL MASC;20/02/2026;PC;S;CALÇA JEANS MASC;ATELIE SUL N;;OUTROS;;FIO NOBRE IND E COM DE CONFEC LTDA;;261.54;
65.218.90.ABC;BLUSA SAVANA FEM;16/12/2026;PC;S;BLUSA FEMIN;KAIROS L;FEM;OUTROS;;FIO NOBRE IND E COM DE CONFEC LTDA;;118.63;
71.043.68.ABC;SAPATO RAIZ FEM;15/11/2025;PAR;S;CALÇADO MASC;SAVANA L;MASC;NYLON;INDIVIDUAL;COSTURA VIVA IND E COM DE CONFEC LTDA;;87.53;
25.396.71.FEM;CAMISETA VENTO LESTE;15/12/2026;PAR;S;CAMISETA FEMIN;ESSENCE N;FEM;OUTROS;INDIVIDUAL;LINHA MESTRA IND E COM DE CONFEC LTDA;;273.06;
20.161.98.KIT;CONJ QUINTAL FEM;20/11/2023;PC;S;CONJUNTO FEMIN;NOS L;FEM;OUTROS;INDIVIDUAL;TRAMA FINA IND E COM DE CONFEC LTDA;;154.13;
39.946.78.XPT;VESTIDO DUNA;24/12/2023;UN;S;VESTIDO UNICO FEMIN;MARE ALTA N;FEM;OUTROS;AGRUPADO;MALHARIA MARE IND E COM DE CONFEC LTDA;;287.69;
99.960.45.ABC;CAMISA ESSENCE FEM;08/11/2021;PC;S;CAMISA CHEMISE FEMIN;JUREMA PROMO;FEM;OUTROS;INDIVIDUAL;MALHARIA MARE IND E COM DE CONFEC LTDA;;218.80;
02.149.64.000;TOP ICARO FEM;03/01/2019;UN;S;TOP CROPPED FEMIN;URUCUM L;FEM;OUTROS;AGRUPADO;TEXTIL DUNA IND E COM DE CONFEC LTDA;;207.37;
02.082.72.FEM;MACACAO GAROA;20/11/2020;PC;S;MACACAO FEMIN;JUREMA L;FEM;JEANS;;ATELIE NORTE IND E COM DE CONFEC LTDA;;111.11;
48.386.70.FEM;VESTIDO URUCUM FEM;28/10/2023;PC;N;VESTIDO UNICO FEMIN;NOS N;FEM;OUTROS;AGRUPADO;COSTURA VIVA IND E COM DE CONFEC LTDA;;37.47;
97.284.17.FEM;REGATA LUMIERE;02/05/2023;PC;S;REGATA FEMIN;MARE ALTA PROMO;FEM;OUTROS;AGRUPADO;TEXTIL DUNA IND E COM DE CONFEC LTDA;;267.49;
99.684.32.FEM;JAQUETA TROPICAL CO FEM;05/09/2025;PAR;S;JAQUETA FEMIN;PRAIANO L;FEM;OUTROS;AGRUPADO;PONTO CERTO IND E COM DE CONFEC LTDA;;139.93;
27.130.16.000;CALCA SAVANA MASC;23/10/2026;UN;S;CALÇA JEANS MASC;VENTO LESTE L;MASC;OUTROS;;TRAMA FINA IND E COM DE CONFEC LTDA;;43.24;
50.806.63.XPT;MACACAO BOSSA FEM;15/05/2023;UN;N;MACACAO FEMIN;NOS N;FEM;COURO;AGRUPADO;PONTO CERTO IND E COM DE CONFEC LTDA;;197.66;
31.223.93.KIT;CALCA FLORADA MASC;18/08/2020;PC;S;CALÇA JEANS FEMIN;VENTO LESTE N;FEM;ALGODÃO;INDIVIDUAL;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;165.69;
61.174.04.KIT;MACACAO ATELIE SUL FEM;03/04/2022;PC;N;MACACAO FEMIN;ESSENCE L;FEM;OUTROS;AGRUPADO;MALHARIA MARE IND E COM DE CONFEC LTDA;;22.65;
67.136.24.000;VESTIDO PRAIANO FEM;23/05/2025;PC;S;VESTIDO LONGO FEMIN;RAIZ L;FEM;OUTROS;INDIVIDUAL;LINHA MESTRA IND E COM DE CONFEC LTDA;;80.98;
40.548.42.XPT;CAMISETA CARIOCA CRU FEM;15/01/2020;PAR;S;CAMISETA FEMIN;ATELIE SUL PROMO;FEM;JEANS;INDIVIDUAL;LINHA MESTRA IND E COM DE CONFEC LTDA;;273.76;
66.287.99.ABC;VESTIDO VENTO LESTE MASC;17/05/2026;PC;S;VESTIDO UNICO FEMIN;ESSENCE L;FEM;OUTROS;INDIVIDUAL;LINHA MESTRA IND E COM DE CONFEC LTDA;;111.28;
57.014.32.ABC;CALCA ZENITE FEM;17/04/2023;PAR;S;CALÇA JEANS MASC;ATELIE SUL N;MASC;OUTROS;;FIO NOBRE IND E COM DE CONFEC LTDA;;203.79;
90.129.11.ABC;JAQUETA NOS;13/02/2025;PC;S;JAQUETA FEMIN;JUREMA PROMO;FEM;OUTROS;INDIVIDUAL;TRAMA FINA IND E COM DE CONFEC LTDA;;277.76;
30.349.55.000;CALCA ESSENCE;23/07/2024;PC;S;CALÇA JEANS FEMIN;ZENITE N;FEM;ALGODÃO;AGRUPADO;ATELIE NORTE IND E COM DE CONFEC LTDA;;181.87;
04.712.19.FEM;SAPATO URUCUM;19/11/2021;PAR;S;CALÇADO MASC;ATELIE SUL L;MASC;ALGODÃO;AGRUPADO;MODA SUL IND E COM DE CONFEC LTDA;;295.39;
54.949.03.ABC;CAMISA PRAIANO;14/08/2019;PC;S;CAMISA CHEMISE FEMIN;ESSENCE L;FEM;OUTROS;AGRUPADO;FIO NOBRE IND E COM DE CONFEC LTDA;;67.84;
07.746.67.FEM;BOLSA QUINTAL MASC;06/03/2022;PC;S;BOLSA FEMIN;ESSENCE N;FEM;MOLETOM;INDIVIDUAL;VESTIR BEM IND E COM DE CONFEC LTDA;;132.83;
97.330.55.XPT;BIQUINI ZENITE;15/10/2019;PC;S;BIQUINI / MAIO FEMIN;BOSSA N;FEM;OUTROS;AGRUPADO;VESTIR BEM IND E COM DE CONFEC LTDA;;195.30;
21.201.92.000;CALCA LUMIERE FEM;22/08/2025;PC;S;CALÇA TECIDO FEMIN;OUTROS;FEM;NYLON;INDIVIDUAL;VESTIR BEM IND E COM DE CONFEC LTDA;;75.96;
98.696.76.FEM;SAPATO ORLA MASC;08/05/2023;PC;S;CALÇADO FEMIN;LUMIERE L;FEM;OUTROS;;PONTO CERTO IND E COM DE CONFEC LTDA;;136.37;
81.207.21.MEN;VESTIDO ORLA FEM;23/03/2024;UN;S;VESTIDO CURTO FEMIN;QUINTAL N;FEM;ALGODÃO;;LINHA MESTRA IND E COM DE CONFEC LTDA;;216.85;
09.860.11.XPT;MACACAO URUCUM;16/03/2019;PC;S;MACACAO FEMIN;ZENITE PROMO;FEM;OUTROS;;TRAMA FINA IND E COM DE CONFEC LTDA;;13.53;
11.271.18.000;SAIA GAROA MASC;06/10/2021;PC;S;SAIA TECIDO FEMIN;RAIZ N;FEM;ALGODÃO;;TEXTIL DUNA IND E COM DE CONFEC LTDA;;265.80;
63.143.91.000;BLAZER DUNA MASC;15/04/2024;PC;N;BLAZER FEMIN;SAVANA N;FEM;JEANS;AGRUPADO;VESTIR BEM IND E COM DE CONFEC LTDA;;69.76;
47.450.18.MEN;MOLETOM ORLA FEM;13/11/2021;PC;S;MOLETOM FEMIN;ATELIE SUL N;FEM;OUTROS;INDIVIDUAL;MODA SUL IND E COM DE CONFEC LTDA;;80.51;
76.748.79.FEM;CAMISA NOS FEM;02/11/2021;PC;N;CAMISA CHEMISE FEMIN;DUNA PROMO;FEM;OUTROS;AGRUPADO;PONTO CERTO IND E COM DE CONFEC LTDA;;185.95;
90.375.60.ABC;VESTIDO GAROA;18/07/2025;PAR;S;VESTIDO MIDI FEMIN;CARIOCA CRU L;FEM;OUTROS;INDIVIDUAL;COSTURA VIVA IND E COM DE CONFEC LTDA;;204.01;
95.041.78.MEN;CAMISA PRAIANO;18/03/2021;PC;S;CAMISA CHEMISE FEMIN;QUINTAL L;FEM;ALGODÃO;;COSTURA VIVA IND E COM DE CONFEC LTDA;;285.27;
13.129.66.KIT;SAPATO KAIROS;06/04/2025;PC;S;CALÇADO MASC;URUCUM N;MASC;OUTROS;AGRUPADO;TRAMA FINA IND E COM DE CONFEC LTDA;;194.39;
73.437.33.KIT;BIQUINI SAVANA;28/02/2024;PC;S;BIQUINI / MAIO FEMIN;FLORADA N;FEM;JEANS;INDIVIDUAL;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;223.76;
37.416.12.XPT;REGATA HORIZONTE MASC;10/08/2022;UN;S;REGATA FEMIN;KAIROS N;FEM;MOLETOM;;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;298.75;
75.376.55.ABC;MOLETOM CARIOCA CRU MASC;16/12/2018;PAR;S;MOLETOM FEMIN;JUREMA N;FEM;OUTROS;INDIVIDUAL;TEXTIL DUNA IND E COM DE CONFEC LTDA;;158.22;
41.937.62.MEN;BODY PRAIANO FEM;16/03/2022;PC;S;BODY FEMIN;ATELIE SUL N;FEM;ALGODÃO;AGRUPADO;PONTO CERTO IND E COM DE CONFEC LTDA;;168.45;
62.346.29.ABC;CONJ NOS;01/09/2022;UN;S;CONJUNTO FEMIN;JUREMA PROMO;FEM;JEANS;INDIVIDUAL;PONTO CERTO IND E COM DE CONFEC LTDA;;289.10;
24.265.16.000;CAMISA JUREMA FEM;27/12/2025;PC;S;CAMISA CHEMISE FEMIN;TROPICAL CO PROMO;FEM;OUTROS;;TEXTIL DUNA IND E COM DE CONFEC LTDA;;199.35;
31.223.17.FEM;VESTIDO SAVANA;25/12/2018;UN;S;VESTIDO MIDI FEMIN;HORIZONTE N;FEM;OUTROS;AGRUPADO;TRAMA FINA IND E COM DE CONFEC LTDA;;46.33;
63.236.80.XPT;CALCA DUNA;20/07/2020;PC;S;CALÇA JEANS FEMIN;DUNA PROMO;FEM;OUTROS;;MALHARIA MARE IND E COM DE CONFEC LTDA;;33.01;
47.216.48.MEN;CINTO PRAIANO FEM;13/08/2026;PC;S;CINTO FEMIN;SAVANA N;FEM;OUTROS;;PONTO CERTO IND E COM DE CONFEC LTDA;;198.09;
83.047.65.MEN;CALCA KAIROS FEM;04/11/2025;PC;S;CALÇA JEANS FEMIN;PRAIANO L;FEM;OUTROS;INDIVIDUAL;TRAMA FINA IND E COM DE CONFEC LTDA;;95.89;
43.833.82.XPT;CASACO ZENITE MASC;10/01/2025;PC;S;CASACO FEMIN;ATELIE SUL PROMO;FEM;OUTROS;AGRUPADO;ATELIE NORTE IND E COM DE CONFEC LTDA;;261.94;
14.630.44.FEM;REGATA ZENITE MASC;13/06/2021;PAR;N;REGATA FEMIN;DUNA L;FEM;COURO;AGRUPADO;MALHARIA MARE IND E COM DE CONFEC LTDA;;244.59;
27.775.75.XPT;CALCA VENTO LESTE;18/04/2024;PC;S;CALÇA JEANS MASC;GAROA L;MASC;OUTROS;;FIO NOBRE IND E COM DE CONFEC LTDA;;132.74;
68.607.72.XPT;BOLSA DUNA FEM;22/12/2025;PAR;S;BOLSA FEMIN;RAIZ L;FEM;OUTROS;;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;103.84;
00.331.31.FEM;BLAZER JUREMA FEM;17/09/2024;PAR;S;BLAZER FEMIN;NOS PROMO;FEM;ALGODÃO;AGRUPADO;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;258.62;
43.334.28.XPT;VESTIDO ESSENCE MASC;06/01/2026;PC;S;VESTIDO LONGO FEMIN;VENTO LESTE N;FEM;OUTROS;;FIO NOBRE IND E COM DE CONFEC LTDA;;72.01;
51.514.02.FEM;CALCA LUMIERE FEM;28/10/2020;UN;S;CALÇA JEANS MASC;ATELIE SUL L;MASC;JEANS;AGRUPADO;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;109.69;
88.235.43.000;MACACAO ICARO;28/06/2018;PAR;S;MACACAO FEMIN;VENTO LESTE L;FEM;OUTROS;;MODA SUL IND E COM DE CONFEC LTDA;;254.53;
24.537.29.FEM;VESTIDO SAVANA FEM;07/11/2019;PAR;N;VESTIDO LONGO FEMIN;SAVANA L;FEM;JEANS;;MALHARIA MARE IND E COM DE CONFEC LTDA;;232.47;
04.000.79.FEM;MACACAO NOS MASC;03/11/2021;PC;S;MACACAO FEMIN;OUTROS;FEM;OUTROS;INDIVIDUAL;MODA SUL IND E COM DE CONFEC LTDA;;172.25;
52.957.64.FEM;BLUSA KAIROS;21/01/2019;PAR;S;BLUSA FEMIN;ZENITE N;FEM;JEANS;AGRUPADO;MODA SUL IND E COM DE CONFEC LTDA;;313.60;
12.234.82.XPT;VESTIDO PRAIANO;26/03/2022;UN;S;VESTIDO MIDI FEMIN;VENTO LESTE N;FEM;JEANS;AGRUPADO;LINHA MESTRA IND E COM DE CONFEC LTDA;;156.01;
76.223.07.FEM;MACACAO PRAIANO FEM;11/04/2023;UN;S;MACACAO FEMIN;QUINTAL PROMO;FEM;OUTROS;AGRUPADO;TEXTIL DUNA IND E COM DE CONFEC LTDA;;19.54;
38.294.14.ABC;SAPATO DUNA;23/02/2022;PC;S;CALÇADO MASC;DUNA PROMO;MASC;OUTROS;AGRUPADO;TEXTIL DUNA IND E COM DE CONFEC LTDA;;316.90;
40.732.87.XPT;CAMISETA ICARO MASC;16/03/2020;PC;S;CAMISETA FEMIN;SAVANA N;FEM;OUTROS;INDIVIDUAL;PONTO CERTO IND E COM DE CONFEC LTDA;;266.23;
30.795.35.XPT;CALCA ORLA FEM;11/01/2021;PC;S;CALÇA JEANS FEMIN;JUREMA N;FEM;OUTROS;;FIO NOBRE IND E COM DE CONFEC LTDA;;178.70;
91.606.72.ABC;JAQUETA FLORADA MASC;13/02/2018;PC;S;JAQUETA FEMIN;JUREMA L;FEM;OUTROS;;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;225.15;
16.441.09.FEM;MOLETOM CARIOCA CRU;13/10/2018;UN;N;MOLETOM FEMIN;JUREMA N;FEM;OUTROS;;VESTIR BEM IND E COM DE CONFEC LTDA;;112.81;
60.864.84.KIT;JAQUETA ZENITE FEM;25/11/2022;PAR;S;JAQUETA FEMIN;HORIZONTE L;FEM;COMBO;;COSTURA VIVA IND E COM DE CONFEC LTDA;;165.56;
24.462.73.ABC;CAMISA DUNA FEM;02/09/2025;PC;S;CAMISA CHEMISE FEMIN;SAVANA L;FEM;JEANS;;PONTO CERTO IND E COM DE CONFEC LTDA;;313.63;
46.702.01.ABC;JAQUETA CARIOCA CRU MASC;09/06/2021;PC;S;JAQUETA FEMIN;ATELIE SUL N;FEM;MOLETOM;AGRUPADO;LINHA MESTRA IND E COM DE CONFEC LTDA;;16.70;
88.189.62.KIT;CAMISA ZENITE MASC;07/11/2024;PC;S;CAMISA ML MASC;JUREMA PROMO;MASC;ALGODÃO;;ATELIE NORTE IND E COM DE CONFEC LTDA;;44.59;
04.084.01.XPT;BOLSA HORIZONTE FEM;25/08/2020;PAR;S;BOLSA FEMIN;SAVANA L;FEM;NYLON;AGRUPADO;PONTO CERTO IND E COM DE CONFEC LTDA;;203.81;
72.481.75.000;VESTIDO TROPICAL CO;04/07/2019;PC;S;VESTIDO LONGO FEMIN;ZENITE PROMO;FEM;OUTROS;;PONTO CERTO IND E COM DE CONFEC LTDA;;245.75;
59.338.73.FEM;CAMISETA RAIZ;15/10/2024;UN;S;CAMISETA MC MASC;FLORADA L;MASC;JEANS;;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;190.09;
21.869.62.KIT;PERFUME LUMIERE;13/10/2019;PC;S;PERFUMARIA FEMIN;QUINTAL N;FEM;LINHO;INDIVIDUAL;TRAMA FINA IND E COM DE CONFEC LTDA;;189.86;
09.991.47.XPT;BODY ESSENCE;01/08/2022;PC;S;BODY FEMIN;NOS L;FEM;NYLON;INDIVIDUAL;MALHARIA MARE IND E COM DE CONFEC LTDA;;164.62;
41.122.13.FEM;CALCA ICARO MASC;27/09/2020;PAR;S;CALÇA TECIDO FEMIN;ICARO N;FEM;ALGODÃO;INDIVIDUAL;COSTURA VIVA IND E COM DE CONFEC LTDA;;19.71;
58.702.48.ABC;CAMISETA KAIROS FEM;06/01/2019;PAR;N;CAMISETA FEMIN;QUINTAL PROMO;FEM;JEANS;INDIVIDUAL;LINHA MESTRA IND E COM DE CONFEC LTDA;;84.25;
28.705.58.000;CAMISETA NOS FEM;08/04/2025;PAR;S;CAMISETA MC MASC;GAROA PROMO;MASC;ALGODÃO;AGRUPADO;FIO NOBRE IND E COM DE CONFEC LTDA;;179.50;
01.253.87.ABC;CONJ SAVANA MASC;05/08/2025;PC;S;CONJUNTO FEMIN;QUINTAL L;FEM;ALGODÃO;INDIVIDUAL;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;113.73;
26.809.32.KIT;MACACAO FLORADA;11/08/2019;PC;N;MACACAO FEMIN;CARIOCA CRU N;FEM;POLIÉSTER;;LINHA MESTRA IND E COM DE CONFEC LTDA;;264.19;
68.067.84.XPT;MOLETOM ESSENCE MASC;12/01/2022;PC;N;MOLETOM FEMIN;FLORADA L;FEM;OUTROS;INDIVIDUAL;VESTIR BEM IND E COM DE CONFEC LTDA;;25.73;
24.893.66.KIT;TOP CARIOCA CRU MASC;27/12/2020;PC;S;TOP CROPPED FEMIN;BOSSA N;FEM;ALGODÃO;INDIVIDUAL;VESTIR BEM IND E COM DE CONFEC LTDA;;59.57;
30.299.50.XPT;CONJ PRAIANO FEM;28/11/2024;PC;S;CONJUNTO FEMIN;GAROA L;FEM;OUTROS;INDIVIDUAL;FIO NOBRE IND E COM DE CONFEC LTDA;;316.87;
21.885.91.XPT;CALCA URUCUM MASC;12/11/2022;UN;S;CALÇA JEANS MASC;LUMIERE L;MASC;OUTROS;;COSTURA VIVA IND E COM DE CONFEC LTDA;;110.26;
56.451.31.FEM;CINTO KAIROS MASC;06/03/2024;PC;N;CINTO FEMIN;TROPICAL CO PROMO;FEM;OUTROS;INDIVIDUAL;MALHARIA MARE IND E COM DE CONFEC LTDA;;245.95;
04.797.41.000;MACACAO DUNA FEM;21/04/2019;PC;N;MACACAO FEMIN;QUINTAL PROMO;FEM;ALGODÃO;;COSTURA VIVA IND E COM DE CONFEC LTDA;;77.66;
37.357.24.FEM;REGATA HORIZONTE MASC;17/11/2024;PC;S;REGATA FEMIN;NOS PROMO;FEM;OUTROS;INDIVIDUAL;MODA SUL IND E COM DE CONFEC LTDA;;181.89;
18.747.93.KIT;POLO ORLA;24/11/2025;PC;S;POLO MASC;RAIZ N;MASC;COMBO;;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;286.09;
34.007.92.KIT;CAMISETA GAROA MASC;04/08/2018;UN;S;CAMISETA FEMIN;JUREMA PROMO;FEM;NYLON;;TRAMA FINA IND E COM DE CONFEC LTDA;;163.35;
99.734.18.KIT;BODY LUMIERE;21/12/2025;PC;N;BODY FEMIN;OUTROS;FEM;OUTROS;INDIVIDUAL;LINHA MESTRA IND E COM DE CONFEC LTDA;;144.00;
80.977.26.MEN;PERFUME VENTO LESTE;03/04/2024;PC;S;PERFUMARIA FEMIN;SAVANA L;FEM;JEANS;;ATELIE NORTE IND E COM DE CONFEC LTDA;;29.28;
55.063.59.FEM;PERFUME VENTO LESTE MASC;27/11/2018;PAR;S;PERFUMARIA FEMIN;HORIZONTE N;FEM;OUTROS;AGRUPADO;ATELIE NORTE IND E COM DE CONFEC LTDA;;282.21;
40.582.51.MEN;OCULOS BOSSA FEM;25/06/2022;PC;S;OCULOS FEMIN;SAVANA N;FEM;OUTROS;AGRUPADO;VESTIR BEM IND E COM DE CONFEC LTDA;;265.02;
98.303.88.MEN;CASACO ORLA;22/07/2024;PC;S;CASACO FEMIN;LUMIERE N;FEM;ALGODÃO;AGRUPADO;FIO NOBRE IND E COM DE CONFEC LTDA;;63.86;
37.828.94.XPT;SAPATO QUINTAL MASC;24/08/2022;PC;S;CALÇADO FEMIN;NOS PROMO;FEM;JEANS;INDIVIDUAL;TEXTIL DUNA IND E COM DE CONFEC LTDA;;249.42;
20.541.55.KIT;CINTO NOS MASC;07/11/2026;PAR;S;CINTO FEMIN;GAROA N;FEM;OUTROS;AGRUPADO;MODA SUL IND E COM DE CONFEC LTDA;;130.09;
88.877.37.FEM;CONJ PRAIANO;05/12/2021;PC;S;CONJUNTO FEMIN;VENTO LESTE N;FEM;ALGODÃO;INDIVIDUAL;LINHA MESTRA IND E COM DE CONFEC LTDA;;50.26;
79.254.48.XPT;VESTIDO HORIZONTE FEM;12/10/2024;PC;S;VESTIDO CURTO FEMIN;ORLA N;FEM;OUTROS;INDIVIDUAL;ATELIE NORTE IND E COM DE CONFEC LTDA;;312.55;
71.806.10.KIT;MOLETOM ZENITE MASC;03/07/2024;PC;S;MOLETOM FEMIN;ZENITE L;FEM;OUTROS;AGRUPADO;VESTIR BEM IND E COM DE CONFEC LTDA;;98.90;
04.293.52.XPT;TOP URUCUM;28/08/2024;PAR;N;TOP CROPPED FEMIN;KAIROS L;FEM;OUTROS;;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;141.47;
67.436.14.XPT;CALCA QUINTAL;22/07/2023;PC;S;CALÇA JEANS FEMIN;GAROA L;FEM;JEANS;AGRUPADO;VESTIR BEM IND E COM DE CONFEC LTDA;;77.08;
22.564.93.MEN;CALCA ZENITE;01/10/2025;PC;S;CALÇA JEANS FEMIN;FLORADA L;FEM;LINHO;;COSTURA VIVA IND E COM DE CONFEC LTDA;;102.53;
33.736.22.MEN;VESTIDO FLORADA FEM;05/11/2018;PAR;N;VESTIDO LONGO FEMIN;QUINTAL PROMO;FEM;OUTROS;INDIVIDUAL;COSTURA VIVA IND E COM DE CONFEC LTDA;;271.61;
36.583.48.ABC;SAIA TROPICAL CO;05/08/2020;PC;S;SAIA JEANS FEMIN;JUREMA L;FEM;OUTROS;INDIVIDUAL;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;165.92;
42.551.50.XPT;REGATA JUREMA MASC;09/03/2024;PC;S;REGATA FEMIN;PRAIANO L;FEM;ALGODÃO;INDIVIDUAL;COSTURA VIVA IND E COM DE CONFEC LTDA;;88.88;
89.214.57.XPT;BIQUINI BOSSA;22/02/2022;PC;S;BIQUINI / MAIO FEMIN;QUINTAL L;FEM;ALGODÃO;AGRUPADO;TEXTIL DUNA IND E COM DE CONFEC LTDA;;231.73;
57.697.46.000;MOLETOM PRAIANO FEM;03/01/2024;PAR;S;MOLETOM FEMIN;RAIZ L;FEM;OUTROS;AGRUPADO;MALHARIA MARE IND E COM DE CONFEC LTDA;;131.14;
46.650.17.ABC;BODY ORLA MASC;15/11/2018;PAR;S;BODY FEMIN;DUNA N;FEM;MOLETOM;AGRUPADO;FIO NOBRE IND E COM DE CONFEC LTDA;;106.30;
89.203.80.FEM;SAIA BOSSA FEM;16/08/2021;UN;S;SAIA TECIDO FEMIN;MARE ALTA N;FEM;OUTROS;INDIVIDUAL;TRAMA FINA IND E COM DE CONFEC LTDA;;113.21;
14.144.04.FEM;CALCA VENTO LESTE MASC;07/09/2020;PAR;S;CALÇA TECIDO FEMIN;TROPICAL CO L;FEM;MOLETOM;INDIVIDUAL;FIO NOBRE IND E COM DE CONFEC LTDA;;198.53;
93.242.91.KIT;POLO NOS;12/12/2025;PC;S;POLO MASC;PRAIANO L;MASC;NYLON;;TRAMA FINA IND E COM DE CONFEC LTDA;;22.31;
98.332.13.ABC;MOLETOM URUCUM;04/04/2019;PC;N;MOLETOM FEMIN;CARIOCA CRU N;FEM;MOLETOM;;VESTIR BEM IND E COM DE CONFEC LTDA;;20.49;
76.478.40.FEM;CASACO LUMIERE MASC;26/08/2024;PC;S;CASACO FEMIN;ORLA N;FEM;OUTROS;AGRUPADO;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;215.26;
13.036.29.XPT;OCULOS ZENITE;21/03/2022;PC;S;OCULOS FEMIN;GAROA PROMO;FEM;OUTROS;AGRUPADO;TEXTIL DUNA IND E COM DE CONFEC LTDA;;14.13;
